raw_name,accepted_name,gbif_key,genus,family,order,class,phylum,kingdom,status,match_type,confidence,ok,reason,retrieved_at
Kunzea ambigua,Kunzea ambigua,5420044,Kunzea,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Kunzea ericoides,Kunzea ericoides,5419997,Kunzea,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Kunzea pomifera,Kunzea pomifera,5420023,Kunzea,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Kurumi kaku,,,,,,,,,,NONE,0,False,no_match:NONE,2026-08-20
Labisia pumila,Labisia pumila,7330960,Labisia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lactuca indica,Lactuca indica,3140510,Lactuca,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lactuca scariola,Lactuca serriola,3140490,Lactuca,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Lactuca virosa,Lactuca virosa,3140346,Lactuca,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lagenaria siceraria,Lagenaria siceraria,2874672,Lagenaria,Cucurbitaceae,Cucurbitales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lagenaria sphaerica,Lagenaria sphaerica,3623251,Lagenaria,Cucurbitaceae,Cucurbitales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lagerstroemia indica,Lagerstroemia indica,3188725,Lagerstroemia,Lythraceae,Myrtales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lagerstroemia speciosa,Lagerstroemia speciosa,3188724,Lagerstroemia,Lythraceae,Myrtales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Laminaria cloustoni,Laminaria hyperborea,5422383,Laminaria,Laminariaceae,Laminariales,Phaeophyceae,Ochrophyta,Chromista,SYNONYM,EXACT,98,True,,2026-08-20
Laminaria diabolica,,,,,,,,,,NONE,0,False,no_match:NONE,2026-08-20
Laminaria digitata,Laminaria digitata,5422479,Laminaria,Laminariaceae,Laminariales,Phaeophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,99,True,,2026-08-20
Laminaria hyperborea,Laminaria hyperborea,5422383,Laminaria,Laminariaceae,Laminariales,Phaeophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,99,True,,2026-08-20
Laminaria japonica,Laminaria japonica,5422368,Laminaria,Laminariaceae,Laminariales,Phaeophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,99,True,,2026-08-20
Laminaria ochroleuca,Laminaria ochroleuca,5422378,Laminaria,Laminariaceae,Laminariales,Phaeophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,97,True,,2026-08-20
Laminaria saccharina,Saccharina latissima,4377207,Saccharina,Laminariaceae,Laminariales,Phaeophyceae,Ochrophyta,Chromista,SYNONYM,EXACT,98,True,,2026-08-20
Lamium album,Lamium album,2926683,Lamium,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lamium purpureum,Lamium purpureum,2926682,Lamium,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Landolphia owariensis,Landolphia owariensis,3169740,Landolphia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lannea coromandelica,Lannea coromandelica,3661151,Lannea,Anacardiaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lansium domesticum,Lansium domesticum,3190478,Lansium,Meliaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lantana camara,Lantana camara,2925303,Lantana,Verbenaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lappula squarrosa,Lappula squarrosa,2925756,Lappula,Boraginaceae,Boraginales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lapsana communis,Lapsana communis,3134857,Lapsana,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Larix decidua,Larix decidua,2686212,Larix,Pinaceae,Pinales,Pinopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Larix europaea,,,Larix,Pinaceae,Pinales,,,Plantae,,HIGHERRANK,0,False,no_match:HIGHERRANK|genus_fallback,2026-08-20
Larix kaempferi,Larix kaempferi,2686157,Larix,Pinaceae,Pinales,Pinopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Larix leptolepis,Larix kaempferi,2686157,Larix,Pinaceae,Pinales,Pinopsida,Tracheophyta,Plantae,SYNONYM,EXACT,97,True,,2026-08-20
Larix sibirica,Larix sibirica,2686276,Larix,Pinaceae,Pinales,Pinopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Larrea divaricata,Larrea divaricata,6384921,Larrea,Zygophyllaceae,Zygophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Larrea mexicana,Larrea tridentata,7568403,Larrea,Zygophyllaceae,Zygophyllales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Larrea tridentata,Larrea tridentata,7568403,Larrea,Zygophyllaceae,Zygophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lathyrus japonicus,Lathyrus japonicus,5356714,Lathyrus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lathyrus odoratus,Lathyrus odoratus,5356514,Lathyrus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lathyrus oleraceus,Lathyrus oleraceus,5347846,Lathyrus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Laurus nobilis,Laurus nobilis,3034015,Laurus,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lavandula angustifolia,Lavandula angustifolia,2927305,Lavandula,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lavandula dentata,Lavandula dentata,7307829,Lavandula,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lavandula hybrida,,,Lavandula,Lamiaceae,Lamiales,,,Plantae,,HIGHERRANK,0,False,no_match:HIGHERRANK|genus_fallback,2026-08-20
Lavandula intermedia,Lavandula intermedia,12021612,Lavandula,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lavandula latifolia,Lavandula latifolia,2927304,Lavandula,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-14
Lavandula officinalis,Lavandula angustifolia,7307884,Lavandula,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Lavandula spica,Lavandula spica,9023955,Lavandula,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-14
Lavandula stoechas,Lavandula stoechas,2927303,Lavandula,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lawsonia inermis,Lawsonia inermis,5420912,Lawsonia,Lythraceae,Myrtales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lecythis minor,Lecythis minor,3082392,Lecythis,Lecythidaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Ledebouriella divaricata,Saposhnikovia divaricata,3638241,Saposhnikovia,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Ledebouriella seseloides,Saposhnikovia divaricata,3638241,Saposhnikovia,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Ledum groenlandicum,Rhododendron groenlandicum,2882984,Rhododendron,Ericaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,97,True,,2026-08-20
Ledum palustre,,,Rhododendron,Ericaceae,Ericales,,,Plantae,,HIGHERRANK,0,False,no_match:HIGHERRANK|genus_fallback,2026-08-20
Lemmaphyllum microphyllum,Lepisorus microphyllus,11208838,Lepisorus,Polypodiaceae,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Lens culinaris,Vicia lens,3973001,Vicia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Lens esculenta,Vicia lens,3973001,Vicia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Lentinus edodes,Lentinula edodes,2537743,Lentinula,Omphalotaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,SYNONYM,EXACT,98,True,,2026-08-20
Leontopodium alpinum,,,Leontopodium,Asteraceae,Asterales,,,Plantae,,HIGHERRANK,0,False,no_match:HIGHERRANK|genus_fallback,2026-08-20
Leontopodium haplophylloides,Leontopodium haplophylloides,3140726,Leontopodium,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Leonurus artemisia,Leonurus japonicus,6410563,Leonurus,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Leonurus cardiaca,Leonurus cardiaca,5341389,Leonurus,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Leonurus japonicus,Leonurus japonicus,6410563,Leonurus,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Leonurus sibiricus,Leonurus sibiricus,5341392,Leonurus,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lepechinia caulescens,Lepechinia caulescens,3888938,Lepechinia,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lepidium apetalum,Lepidium apetalum,5376835,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lepidium meyenii,Lepidium meyenii,5377042,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lepidium sativum,Lepidium sativum,5376565,Lepidium,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lepisorus thunbergianus,Lepisorus thunbergianus,2650524,Lepisorus,Polypodiaceae,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lepista nuda,Lepista nuda,5242048,Lepista,Tricholomataceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,ACCEPTED,EXACT,98,True,,2026-08-20
Leptactina senegambica,Leptactina senegambica,4938018,Leptactina,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Leptadenia reticulata,Leptadenia reticulata,3580162,Leptadenia,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Leptocylindrus danicus,Leptocylindrus danicus,3193085,Leptocylindrus,Leptocylindraceae,Leptocylindrales,Bacillariophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,98,True,,2026-08-20
Leptospermum petersonii,Leptospermum petersonii,3181958,Leptospermum,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Leptospermum scoparium,Leptospermum scoparium,3181762,Leptospermum,Myrtaceae,Myrtales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lespedeza bicolor,Lespedeza bicolor,2955759,Lespedeza,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lespedeza capitata,Lespedeza capitata,2955772,Lespedeza,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lespedeza cuneata,Lespedeza cuneata,8114276,Lespedeza,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lespedeza cyrtobotrya,Lespedeza cyrtobotrya,2955621,Lespedeza,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lesquerella fendleri,Physaria fendleri,3049236,Physaria,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Lethariella cladonioides,Lethariella cladonioides,3409304,Lethariella,Parmeliaceae,Lecanorales,Lecanoromycetes,Ascomycota,Fungi,ACCEPTED,EXACT,99,True,,2026-08-20
Leucanthemum vulgare,Leucanthemum vulgare,8848598,Leucanthemum,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Leucas cephalotes,Leucas cephalotes,5606847,Leucas,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Leucojum aestivum,Leucojum aestivum,2860425,Leucojum,Amaryllidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Leucosidea sericea,Leucosidea sericea,3030262,Leucosidea,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Levisticum officinale,Levisticum officinale,5371772,Levisticum,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Liatris odoratissima,Carphephorus odoratissimus,7795803,Carphephorus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,97,True,,2026-08-20
Lignosus rhinocerus,Lignosus rhinocerus,2545866,Lignosus,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,ACCEPTED,EXACT,99,True,,2026-08-20
Ligularia stenocephala,Ligularia stenocephala,5395542,Ligularia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Ligusticum acutilobum,Angelica acutiloba,5537879,Angelica,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Ligusticum chuanxiong,Conioselinum anthriscoides,8393328,Conioselinum,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Ligusticum jeholense,Conioselinum smithii,3634941,Conioselinum,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Ligusticum sinense,Conioselinum anthriscoides,8393328,Conioselinum,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Ligusticum striatum,Oreocome striata,3639584,Oreocome,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,97,True,,2026-08-20
Ligustrum japonicum,Ligustrum japonicum,3172301,Ligustrum,Oleaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Ligustrum lucidum,Ligustrum lucidum,3172297,Ligustrum,Oleaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Ligustrum obtusifolium,Ligustrum obtusifolium,3172296,Ligustrum,Oleaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Ligustrum vulgare,Ligustrum vulgare,3172300,Ligustrum,Oleaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lilium brownii,Lilium brownii,2753253,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lilium candidum,Lilium candidum,2753090,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lilium hybrid,Lilium hybr,6711700,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,FUZZY,93,True,,2026-08-20
Lilium japonicum,Lilium japonicum,7560022,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lilium longiflorum,Lilium longiflorum,2753336,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lilium martagon,Lilium martagon,2753146,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lilium parvum,Lilium parvum,2753310,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lilium philadelphicum,Lilium philadelphicum,2753218,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lilium polyphyllum,Lilium polyphyllum,2753041,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lilium speciosum,Lilium speciosum,2753390,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lilium tigrinum,Lilium lancifolium,2753380,Lilium,Liliaceae,Liliales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,97,True,,2026-08-20
Limnanthes alba,Limnanthes alba,5334525,Limnanthes,Limnanthaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Limonia acidissima,Limonia acidissima,5421342,Limonia,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Limonium gerberi,Limonium platyphyllum,4088624,Limonium,Plumbaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Limonium narbonense,Limonium narbonense,4089594,Limonium,Plumbaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Limonium tetragonum,Limonium tetragonum,4089032,Limonium,Plumbaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Limonium vulgare,Limonium vulgare,3082322,Limonium,Plumbaginaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Linaria cymbalaria,Cymbalaria muralis,7331861,Cymbalaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Linaria japonica,Linaria japonica,5562391,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Linaria loeselii,Linaria loeselii,8384512,Linaria,Plantaginaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lindera erythrocarpa,Lindera erythrocarpa,7304557,Lindera,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lindera obtusiloba,Lindera obtusiloba,7304491,Lindera,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lindera strychnifolia,,,,,,,,,,HIGHERRANK,0,False,no_match:HIGHERRANK,2026-08-20
Lindera umbellata,Lindera umbellata,7304416,Lindera,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Linnaea borealis,Linnaea borealis,5334220,Linnaea,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Linum alpinum,Linum alpinum,8152305,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Linum usitatissimum,Linum usitatissimum,2873861,Linum,Linaceae,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lippia alba,Lippia alba,2925385,Lippia,Verbenaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lippia citriodora,Aloysia citrodora,5667503,Aloysia,Verbenaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Lippia citrodora,Aloysia citrodora,5667503,Aloysia,Verbenaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Lippia sidoides,Lippia origanoides,7297353,Lippia,Verbenaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Liquidambar formosana,Liquidambar formosana,3702542,Liquidambar,Altingiaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Liquidambar orientalis,Liquidambar orientalis,3152825,Liquidambar,Altingiaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Liquidambar styraciflua,Liquidambar styraciflua,3152824,Liquidambar,Altingiaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Liriodendron tulipifera,Liriodendron tulipifera,3152861,Liriodendron,Magnoliaceae,Magnoliales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Liriope muscari,Liriope muscari,5549949,Liriope,Asparagaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Liriope spicata,Liriope spicata,3685256,Liriope,Asparagaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Liriosma ovata,Dulacia inopiflora,3685520,Dulacia,Olacaceae,Santalales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Litchi chinensis,Litchi chinensis,3190002,Litchi,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lithospermum erythrorhizon,Lithospermum erythrorhizon,2926087,Lithospermum,Boraginaceae,Boraginales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lithospermum officinale,Lithospermum officinale,2926086,Lithospermum,Boraginaceae,Boraginales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lithothamnion calcareum,Phymatolithon calcareum,2654944,Phymatolithon,Hapalidiaceae,Corallinales,Florideophyceae,Rhodophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Lithothamnion corallioides,Lithothamnion corallioides,2655341,Lithothamnion,Hapalidiaceae,Corallinales,Florideophyceae,Rhodophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Litsea cubeba,Litsea cubeba,3033977,Litsea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Litsea glutinosa,Litsea glutinosa,7304140,Litsea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Litsea japonica,Litsea japonica,4183539,Litsea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Litsea polyantha,Litsea monopetala,4182444,Litsea,Lauraceae,Laurales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Livistona chinensis,Livistona chinensis,2733469,Livistona,Arecaceae,Arecales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lobelia inflata,Lobelia inflata,5408737,Lobelia,Campanulaceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lodoicea maldivica,Lodoicea maldivica,2731979,Lodoicea,Arecaceae,Arecales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Loeselia mexicana,Loeselia mexicana,2927928,Loeselia,Polemoniaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Lolium perenne,Lolium perenne,2706241,Lolium,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Lonicera caerulea,Lonicera caerulea,5334269,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lonicera caprifolium,Lonicera caprifolium,5334227,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lonicera japonica,Lonicera japonica,5334240,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lonicera periclymenum,Lonicera periclymenum,5334277,Lonicera,Caprifoliaceae,Dipsacales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Lophophytum elongatum,,,Lophophytum,Balanophoraceae,Santalales,,,Plantae,,HIGHERRANK,0,False,no_match:HIGHERRANK|genus_fallback,2026-08-20
Loranthus tanakae,Hyphear tanakae,4000777,Hyphear,Loranthaceae,Santalales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Lotus corniculatus,Lotus corniculatus,5357013,Lotus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
