raw_name,accepted_name,gbif_key,genus,family,order,class,phylum,kingdom,status,match_type,confidence,ok,reason,retrieved_at
Cynanchum wilfordii,Cynanchum wilfordii,5829340,Cynanchum,Apocynaceae,Gentianales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Cynara cardunculus,Cynara cardunculus,3112364,Cynara,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Cynara scolymus,Cynara scolymus,3112361,Cynara,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Cynodon dactylon,Cynodon dactylon,6109637,Cynodon,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Cynomorium coccineum,Cynomorium coccineum,7445043,Cynomorium,Cynomoriaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Cyperus articulatus,Cyperus articulatus,2713638,Cyperus,Cyperaceae,Poales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Cyperus esculentus,Cyperus esculentus,2716226,Cyperus,Cyperaceae,Poales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Cyperus papyrus,Cyperus papyrus,2716311,Cyperus,Cyperaceae,Poales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Cyperus rotundus,Cyperus rotundus,2714818,Cyperus,Cyperaceae,Poales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Cyperus scariosus,Cyperus scariosus,2716774,Cyperus,Cyperaceae,Poales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Cyphomandra betacea,Solanum betaceum,2930216,Solanum,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,97,True,,2026-08-20
Cypripedium pubescens,Cypripedium parviflorum,2820480,Cypripedium,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Cyrtomium falcatum,Cyrtomium falcatum,2650829,Cyrtomium,Dryopteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Cyrtopodium cardiochilum,Cyrtopodium glutiniferum,5319632,Cyrtopodium,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Cystoseira balearica,Ericaria brachycarpa,12122505,Cystoseira,Sargassaceae,Fucales,Phaeophyceae,Ochrophyta,Chromista,SYNONYM,EXACT,98,True,,2026-08-20
Cystoseira caespitosa,Ericaria brachycarpa,12122505,Cystoseira,Sargassaceae,Fucales,Phaeophyceae,Ochrophyta,Chromista,SYNONYM,EXACT,98,True,,2026-08-20
Cystoseira compressa,Cystoseira compressa,8188962,Cystoseira,Sargassaceae,Fucales,Phaeophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,99,True,,2026-08-20
Cystoseira tamariscifolia,Ericaria selaginoides,11386169,Cystoseira,Sargassaceae,Fucales,Phaeophyceae,Ochrophyta,Chromista,SYNONYM,EXACT,98,True,,2026-08-20
Cytisus scoparius,Cytisus scoparius,5354656,Cytisus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dacrydium franklini,Lagarostrobos franklinii,2687707,Lagarostrobos,Podocarpaceae,Pinales,Pinopsida,Tracheophyta,Plantae,SYNONYM,FUZZY,95,True,,2026-08-20
Dactyliosolen fragilissimus,Rhizosolenia fragillissima,9589184,Rhizosolenia,Rhizosoleniaceae,Rhizosoleniales,Bacillariophyceae,Ochrophyta,Chromista,SYNONYM,EXACT,98,True,,2026-08-20
Dactylorhiza fuchsii,Dactylorhiza maculata,2810689,Dactylorhiza,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Daedalea dickinsii,Daedalea dickinsii,2543258,Daedalea,Fomitopsidaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,ACCEPTED,EXACT,99,True,,2026-08-20
Daemonorops draco,Calamus draco,5293618,Calamus,Arecaceae,Arecales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Dahlia variabilis,Dahlia variabilis,9470637,Dahlia,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Dalbergia latifolia,Dalbergia latifolia,2968662,Dalbergia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Dalbergia odorifera,Dalbergia odorifera,2968813,Dalbergia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dalea spinosa,Psorothamnus spinosus,2940449,Psorothamnus,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Damnacanthus major,Damnacanthus major,2903472,Damnacanthus,Rubiaceae,Gentianales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Daniellia oliveri,Daniellia oliveri,2948733,Daniellia,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Daphne feddei,Daphne feddei,7311340,Daphne,Thymelaeaceae,Malvales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Daphne genkwa,Wikstroemia genkwa,5524756,Wikstroemia,Thymelaeaceae,Malvales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Daphne kiusiana,Daphne kiusiana,5523189,Daphne,Thymelaeaceae,Malvales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Daphne odora,Daphne odora,7670260,Daphne,Thymelaeaceae,Malvales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Daphniphyllum macropodum,Daphniphyllum macropodum,7344634,Daphniphyllum,Daphniphyllaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dasiphora fruticosa,Dasiphora fruticosa,5370380,Dasiphora,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Datura stramonium,Datura stramonium,2928751,Datura,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Daucus carota,Daucus carota,3034742,Daucus,Apiaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Davidsonia jerseyana,Davidsonia jerseyana,5687852,Davidsonia,Cunoniaceae,Oxalidales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Davidsonia pruriens,Davidsonia pruriens,8103811,Davidsonia,Cunoniaceae,Oxalidales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Davilla rugosa,Davilla rugosa,7303996,Davilla,Dilleniaceae,Dilleniales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Delesseria sanguinea,Delesseria sanguinea,2661972,Delesseria,Delesseriaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Delphinium elatum,Delphinium elatum,3033757,Delphinium,Ranunculaceae,Ranunculales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Dendrobium candidum,Dendrobium moniliforme,5317412,Dendrobium,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,97,True,,2026-08-20
Dendrobium catenatum,Dendrobium officinale,5317472,Dendrobium,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Dendrobium huoshanense,Dendrobium huoshanense,5317552,Dendrobium,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dendrobium loddigesii,Dendrobium loddigesii,5317287,Dendrobium,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dendrobium moniliforme,Dendrobium moniliforme,5317412,Dendrobium,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Dendrobium moschatum,Dendrobium moschatum,5316318,Dendrobium,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Dendrobium nobile,Dendrobium nobile,5317489,Dendrobium,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dendrobium phalaenopsis,Dendrobium bigibbum,5315722,Dendrobium,Orchidaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Dendropanax morbiferus,Dendropanax morbiferus,3035014,Dendropanax,Araliaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Derbesia marina,Derbesia marina,7443380,Derbesia,Derbesiaceae,Bryopsidales,Ulvophyceae,Chlorophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Deschampsia antarctica,Deschampsia antarctica,4144844,Deschampsia,Poaceae,Poales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Desmodium adscendens,Grona adscendens,10846639,Grona,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Desmodium gangeticum,Desmodium gangeticum,11440699,Desmodium,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Desmodium oldhamii,Hylodesmum oldhamii,3972831,Hylodesmum,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Detonula pumila,Detonula pumila,8030994,Detonula,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,97,True,,2026-08-20
Dianthus carthusianorum,Dianthus carthusianorum,8400876,Dianthus,Caryophyllaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Dianthus caryophyllus,Dianthus caryophyllus,3085420,Dianthus,Caryophyllaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dianthus chinensis,Dianthus chinensis,3085418,Dianthus,Caryophyllaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dianthus longicalyx,Dianthus longicalyx,3811075,Dianthus,Caryophyllaceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Dicentra formosa,Dicentra formosa,2888553,Dicentra,Papaveraceae,Ranunculales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dicentra spectabilis,Lamprocapnos spectabilis,2888564,Lamprocapnos,Papaveraceae,Ranunculales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Dicranopteris pedata,Dicranopteris pedata,5579308,Dicranopteris,Gleicheniaceae,Gleicheniales,Polypodiopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dictamnus albus,Dictamnus albus,5421338,Dictamnus,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dictamnus dasycarpus,Dictamnus dasycarpus,7268881,Dictamnus,Rutaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dictyopteris polypodioides,Dictyopteris polypodioides,5423614,Dictyopteris,Dictyotaceae,Dictyotales,Phaeophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,99,True,,2026-08-20
Digenea simplex,Digenea simplex,5277562,Digenea,Rhodomelaceae,Ceramiales,Florideophyceae,Rhodophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dimocarpus longan,Dimocarpus longan,3190008,Dimocarpus,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dimorphandra mollis,Dimorphandra mollis,2974269,Dimorphandra,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dionaea muscipula,Dionaea muscipula,5421410,Dionaea,Droseraceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Dioscorea batatas,Dioscorea polystachya,2754732,Dioscorea,Dioscoreaceae,Dioscoreales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Dioscorea composita,Dioscorea composita,2755005,Dioscorea,Dioscoreaceae,Dioscoreales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dioscorea japonica,Dioscorea japonica,2755706,Dioscorea,Dioscoreaceae,Dioscoreales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Dioscorea mexicana,Dioscorea mexicana,2754517,Dioscorea,Dioscoreaceae,Dioscoreales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dioscorea opposita,Dioscorea oppositifolia,2754965,Dioscorea,Dioscoreaceae,Dioscoreales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Dioscorea oppositifolia,Dioscorea oppositifolia,2754965,Dioscorea,Dioscoreaceae,Dioscoreales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dioscorea panthaica,Dioscorea panthaica,2755151,Dioscorea,Dioscoreaceae,Dioscoreales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dioscorea polystachya,Dioscorea polystachya,2754732,Dioscorea,Dioscoreaceae,Dioscoreales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dioscorea villosa,Dioscorea villosa,2754553,Dioscorea,Dioscoreaceae,Dioscoreales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Diospyros ebenum,Diospyros ebenum,3032979,Diospyros,Ebenaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Diospyros kaki,Diospyros kaki,3032984,Diospyros,Ebenaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Diospyros lotus,Diospyros lotus,3032980,Diospyros,Ebenaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Diospyros mcphersonii,Diospyros mcphersonii,8386556,Diospyros,Ebenaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Diospyros mespiliformis,Diospyros mespiliformis,4071204,Diospyros,Ebenaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Diospyros nitida,Diospyros nitida,11472160,Diospyros,Ebenaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Diphylleia grayi,Diphylleia grayi,5634432,Diphylleia,Berberidaceae,Ranunculales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Diplazium sibiricum,Diplazium sibiricum,8668880,Diplazium,Athyriaceae,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Dipterocarpus intricatus,Dipterocarpus intricatus,4096937,Dipterocarpus,Dipterocarpaceae,Malvales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dipterocarpus turbinatus,Dipterocarpus turbinatus,4097195,Dipterocarpus,Dipterocarpaceae,Malvales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dipteryx alata,Dipteryx alata,2947141,Dipteryx,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dipteryx odorata,Dipteryx odorata,10779983,Dipteryx,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Disporum sessile,Disporum sessile,2770845,Disporum,Colchicaceae,Liliales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Distromium decumbens,Distromium decumbens,3200416,Distromium,Dictyotaceae,Dictyotales,Phaeophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,99,True,,2026-08-20
Distylium racemosum,Distylium racemosum,7329084,Distylium,Hamamelidaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Ditylum brightwellii,Ditylum brightwellii,3193746,Ditylum,Lithodesmiaceae,Lithodesmiales,Bacillariophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,99,True,,2026-08-20
Dodonaea microzyga,Dodonaea microzyga,7546003,Dodonaea,Sapindaceae,Sapindales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dolichos unguiculata,Vigna unguiculata,2982583,Vigna,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,FUZZY,94,True,,2026-08-20
Draba alpina,Draba alpina,3049444,Draba,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Draba nemorosa,Draba nemorosa,3049685,Draba,Brassicaceae,Brassicales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Dracaena cambodiana,Dracaena cambodiana,5304576,Dracaena,Asparagaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Dracaena marginata,Dracaena marginata,10818704,Dracaena,Asparagaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Dracaena sanderiana,Dracaena sanderiana,7431653,Dracaena,Asparagaceae,Asparagales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Dracocephalum foetidum,Dracocephalum foetidum,3902929,Dracocephalum,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dracocephalum moldavica,Dracocephalum moldavica,2927222,Dracocephalum,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dracocephalum nutans,Dracocephalum nutans,7309179,Dracocephalum,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dracocephalum ruyschiana,Dracocephalum ruyschiana,3901967,Dracocephalum,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dracontium longipes,Dracontium longipes,5330705,Dracontium,Araceae,Alismatales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Drosera ramentacea,Drosera ramentacea,3191246,Drosera,Droseraceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Drosera rotundifolia,Drosera rotundifolia,3191030,Drosera,Droseraceae,Caryophyllales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Dryas octopetala,Dryas octopetala,4889932,Dryas,Rosaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Dryopteris crassirhizoma,Dryopteris crassirhizoma,7319342,Dryopteris,Dryopteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dryopteris filix-mas,Dryopteris filix-mas,5275132,Dryopteris,Dryopteridaceae,Polypodiales,Polypodiopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Duabanga grandiflora,Duabanga grandiflora,3989330,Duabanga,Lythraceae,Myrtales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Duboisia leichhardtii,Duboisia leichhardtii,7732624,Duboisia,Solanaceae,Solanales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dunaliella bardawil,Dunaliella bardawil,2687980,Dunaliella,Dunaliellaceae,Volvocales,Chlorophyceae,Chlorophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Dunaliella salina,Dunaliella salina,2687984,Dunaliella,Dunaliellaceae,Volvocales,Chlorophyceae,Chlorophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Duranta repens,Duranta erecta,2925655,Duranta,Verbenaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Durio zibethinus,Durio zibethinus,3152230,Durio,Malvaceae,Malvales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Durvillaea antarctica,Durvillaea antarctica,3197450,Durvillaea,Durvillaeaceae,Fucales,Phaeophyceae,Ochrophyta,Chromista,ACCEPTED,EXACT,99,True,,2026-08-20
Dypsis lutescens,Dypsis lutescens,2735935,Dypsis,Arecaceae,Arecales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Ecballium elaterium,Ecballium elaterium,2874680,Ecballium,Cucurbitaceae,Cucurbitales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Echeveria secunda,Echeveria secunda,7334137,Echeveria,Crassulaceae,Saxifragales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Echinacea angustifolia,Echinacea angustifolia,3150933,Echinacea,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Echinacea pallida,Echinacea pallida,3150919,Echinacea,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Echinacea purpurea,Echinacea purpurea,3150935,Echinacea,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Echinops sphaerocephalus,Echinops sphaerocephalus,5392883,Echinops,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Echium lycopsis,Echium plantagineum,2925895,Echium,Boraginaceae,Boraginales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Echium plantagineum,Echium plantagineum,2925895,Echium,Boraginaceae,Boraginales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Ecklonia cava,,,,,,,,,,NONE,0,False,no_match:NONE,2026-08-20
Eclipta prostrata,Eclipta prostrata,5384950,Eclipta,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Edgeworthia chrysantha,Edgeworthia chrysantha,5420855,Edgeworthia,Thymelaeaceae,Malvales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Eichhornia crassipes,Pontederia crassipes,2765942,Pontederia,Pontederiaceae,Commelinales,Liliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Elaeagnus glabra,Elaeagnus glabra,7293101,Elaeagnus,Elaeagnaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Elaeagnus latifolia,Elaeagnus latifolia,4048232,Elaeagnus,Elaeagnaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Elaeagnus pungens,Elaeagnus pungens,3039270,Elaeagnus,Elaeagnaceae,Rosales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-20
Elaeis guineensis,Elaeis guineensis,2731882,Elaeis,Arecaceae,Arecales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,98,True,,2026-08-14
Elaeocarpus angustifolius,Elaeocarpus angustifolius,7426040,Elaeocarpus,Elaeocarpaceae,Oxalidales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Eleocharis dulcis,Eleocharis dulcis,2717712,Eleocharis,Cyperaceae,Poales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Elephantopus mollis,Elephantopus mollis,5395928,Elephantopus,Asteraceae,Asterales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Elephantorrhiza elephantina,Elephantorrhiza elephantina,2933010,Elephantorrhiza,Fabaceae,Fabales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Elettaria cardamomum,Elettaria cardamomum,2759871,Elettaria,Zingiberaceae,Zingiberales,Liliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Eleutherococcus nodiflorus,Eleutherococcus nodiflorus,3035388,Eleutherococcus,Araliaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Eleutherococcus senticosus,Eleutherococcus senticosus,3035369,Eleutherococcus,Araliaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Eleutherococcus seoulensis,Eleutherococcus sessiliflorus,3035311,Eleutherococcus,Araliaceae,Apiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
Elsholtzia splendens,Elsholtzia splendens,7308889,Elsholtzia,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,97,True,,2026-08-20
Elsholtzia stauntonii,Elsholtzia stauntonii,7308883,Elsholtzia,Lamiaceae,Lamiales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Embelia concinna,Embelia concinna,3720904,Embelia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Embelia ribes,Embelia ribes,7330952,Embelia,Primulaceae,Ericales,Magnoliopsida,Tracheophyta,Plantae,ACCEPTED,EXACT,99,True,,2026-08-20
Emblica officinalis,Phyllanthus emblica,5381660,Phyllanthus,Phyllanthaceae,Malpighiales,Magnoliopsida,Tracheophyta,Plantae,SYNONYM,EXACT,98,True,,2026-08-20
