substanceId,inciName,innName,phEurName,casNo,ecNo,chemicalDescription,chemicalName,functionName,status,cosmeticRestriction,otherRestrictions,otherRegulations,relatedRegulations,maximumConcentration,productTypeBodyParts,wordingOfConditions,sccsOpinion,note,perfuming,annexNo,officialJournalPublication,currentVersion
60103,VIROLA SEBIFERA NUT OIL,,,,,Virola Sebifera Nut Oil is the fixed oil obtained from the nut of Virola Sebifera,,SKIN CONDITIONING - EMOLLIENT | HUMECTANT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60104,VISCUM ALBUM FRUIT EXTRACT,,,8031-76-3 / 84929-55-5,- / 284-538-3,"Viscum Album Fruit Extract is an extract of the berries of the Mistletoe, Viscum album L., Loranthaceae",,SOOTHING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60105,VISNADINE,,,477-32-7,207-515-1,,"Butanoic acid, 2-methyl-, (9R,10R)-10-(acetyloxy)-9,10-dihydro-8,8-dimethyl-2-oxo-2H,8H-benzo[1,2-b:3,4-b']dipyran-9-yl ester, (2R)-",SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60106,VISNAGA VERA FRUIT/STEM EXTRACT,,,84695-96-5,283-616-4,"Visnaga Vera Fruit/Stem Extract is an extract of the fruit and stems of the Visnaga vera, Apiaceae, (Syn of Ammi visnaga (L.))",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60107,VITEX AGNUS CASTUS EXTRACT,,,91722-47-3,294-446-5,"Vitex Agnus Castus Extract is an extract of the berries of the Chaste Tree, Vitex agnus-castus, Verbenaceae (V. trifolia L.)",,ASTRINGENT,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60108,VITEX AGNUS CASTUS LEAF CELL EXTRACT,,,91722-47-3,294-446-5,"Vitex Agnus Castus Leaf Cell Extract is an extract of a culture of the leaf cells of the Chaste Tree, Vitex agnus-castus, Verbenaceae (V. trifolia L.)",,FRAGRANCE | SKIN PROTECTING,Active,,,,,,,,,,N,,Y,1
60109,VITEX NEGUNDO EXTRACT,,,92347-33-6,296-222-2,"Vitex Negundo Extract is an extract of the whole plant Vitex negundo L., Verbenaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60110,VITEX NEGUNDO LEAF CELL EXTRACT,,,92347-33-6,296-222-2,"Vitex Negundo Leaf Cell Extract is an extract of a culture of the leaf cells of Vitex negundo L., Verbenaceae",,FRAGRANCE | SKIN PROTECTING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60111,VITEX TRIFOLIA FRUIT EXTRACT,,,91722-47-3,294-446-5,"Vitex Trifolia Fruit Extract is an extract of the fruit of the Chaste Tree, Vitex trifolia L., Verbenaceae (syn. V. agnus-castus)",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60112,VITIS VINIFERA,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera is a plant material derived from the Grape, Vitis Vinifera L., Vitaceae",,FRAGRANCE | SKIN PROTECTING,Active,,,,,,,,,,N,,Y,1
60113,VITIS VINIFERA FLOWER CELL EXTRACT,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Flower Cell Extract is an extract of a culture of the flower cells of the Grape, Vitis Vinifera L., Vitaceae",,FRAGRANCE | SKIN PROTECTING,Active,,,,,,,,,,N,,Y,1
60114,VITIS VINIFERA FLOWER EXTRACT,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Flower Extract is an extract of the flowers of the Grape, Vitis Vinifera L., Vitaceae",,SKIN CONDITIONING - EMOLLIENT | FRAGRANCE | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60115,VITIS VINIFERA FRUIT EXTRACT,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Extract is an extract of the fruit of the Grape, Vitis Vinifera L., Vitaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60116,VITIS VINIFERA FRUIT POWDER,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Fruit Powder is the powder obtained from the dried, ground fruit of the Grape, Vitis Vinifera L., Vitaceae",,ANTIOXIDANT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60117,VITIS VINIFERA FRUIT WATER,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Fruit Water is an aqueous solution of the steam distillate obtained from the fruit of the Grape, Vitis Vinifera L., Vitaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60118,TEA-C12-13 ALKYL PHOSPHATE,,,,,TEA-C12-13 Alkyl Phosphate is the triethanolammonium salt of a complex mixture of esters of phosphoric acid and C12-13 alcohols (q.v.),,SURFACTANT - CLEANSING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60119,TEA-C12-13 PARETH-3 SULFATE,,,,,"Alcohols, C12-13, ethoxylated, sulfated, triethanolamine salt (6 mol EO average molar ratio)",,SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING,Active,III/62,,,,,,,,,N,,Y,1
60120,TEA-C12-14 ALKYL PHOSPHATE,,,,,TEA-C12-14 Alkyl Phosphate is the triethanolamine salt of a complex mixture of esters of phosphoric acid and a synthetic fatty alcohol containing 12-14 carbons in the alkyl chain,,CLEANSING | SURFACTANT - CLEANSING,Active,III/62,,,,,,,,,N,,Y,1
60121,TEA-COCAMIDE DIACETATE,,,,,N-(Carboxymethyl)-N-Cocyl Glycine Triethanalomine Salt,,CHELATING | CLEANSING | SURFACTANT - CLEANSING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60122,TEA-COCOYL ALANINATE,,,,,"L-Alanine, N-coco acyl derivs., compds. with triethanolamine (1:1)",,CLEANSING | HAIR CONDITIONING | SURFACTANT - CLEANSING,Active,III/62,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60123,TEA-COCOYL GLUTAMINATE,,,,,Tea-Cocoyl Glutaminate,,CLEANSING | SURFACTANT - CLEANSING,Active,III/62,,,,,,,,,N,,Y,1
60124,TEA-COCOYL GLYCINATE,,,,,Tea-Cocoyl Glycinate,,CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60125,TEA-DEXTRIN OCTENYLSUCCINATE,,,,,TEA-Dextrin Octenysuccinate is the Triethanalomine Salt of the reaction product of octenylsuccinic anhydride with Dextrin (q.v.),,SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | EMULSION STABILISING | HAIR CONDITIONING | HUMECTANT | SKIN CONDITIONING | SURFACTANT - CLEANSING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60126,TEA-DIETHANOLAMINOETHYL POLYISOBUTENYLSUCCINATE,,,67762-80-5,,"2,5-Furandione, Dihydro-, Monopolyisobutenyl Derivs., Reaction products with Triethanalomine",,SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60127,TEA-DIMETHICONE PEG-7 PHOSPHATE,,,175893-65-9,-,"Siloxanes and silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene glycol dihydrogenphosphate, triethanolamine salts (7 mol EO average molar ratio)",,CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60128,TEA-DIRICINOLEATE,,,351216-93-8,-,TEA-Diricinoleate is the organic compound that conforms to the formula:,"9-Octadeconoic Acid, 12-Hydroxy-,[2-Hydroxyethyl)lmino]Di-2,1-Ethanediyl Ester",SKIN CONDITIONING - EMOLLIENT | FILM FORMING | SKIN CONDITIONING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60129,TEA-DIRICINOLEATE/IPDI COPOLYMER,,,351425-02-0,-,TEA-Diricinoleate/IPDI Copolymer is a copolymer of TEA-Diricinoleate (q.v.) and Isophorone Diisocyanate (q.v.) (IPDI).,,BUFFERING | FILM FORMING | HAIR CONDITIONING,Active,III/62,,,,,,,,,N,,Y,1
60130,TEA-GLYCERYL DIMALEATE,,,,,TEA-Glyceryl Dimaleate is the Triethanalomine Salt of the diester of Glycerin (q.v.) and Maleic Acid (q.v.),,HAIR CONDITIONING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60131,TEA-HYDROGENATED COCOATE,,,,,Triethanalomine Hydrogenated Cocoate,,CLEANSING | SURFACTANT - CLEANSING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60132,TEA-HYDROGENATED TALLOWOYL GLUTAMATE,,,,,"Glutamic acid, N-(hydrogenated tallow acyl) derivs., compounds with triethanolamine",,CLEANSING | HAIR CONDITIONING | SURFACTANT - CLEANSING,Active,III/62,,,,,,,,,N,,Y,1
60133,TEA-LAURATE/MYRISTATE,,,,,TEA-Laurate/Myristate is the Triethanalomine Salt of a mixture of lauric and myristic acids,,CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60134,TEA-LAURETH-4 PHOSPHATE,,,,,Triethanalomine Polyethylene Glycol 200 Lauryl Ether Phosphate,,SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING,Active,III/62,,,,,,,,,N,,Y,1
60135,VITIS VINIFERA JUICE EXTRACT,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Juice Extract is an extract of the juice of the Grape, Vitis Vinifera L., Vitaceae",,ANTIOXIDANT | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60136,VITIS VINIFERA LEAF CERA,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Leaf Cera is the wax obtained from the vine leaves of the Grape, Vitis Vinifera L., Vitaceae",,SKIN PROTECTING,Active,,,,,,,,,,N,,Y,1
60137,VITIS VINIFERA LEAF OIL,,,85594-37-2 / 84929-27-1 / 8016-21-5,287-896-9 / 284-511-6 / 232-403-4,"Vitis Vinifera Leaf oil is the essential oil derived from the leaves of the Grape, Vitis Vinifera L., Vitaceae",,FRAGRANCE,Active,,,,,,,,,,N,,Y,1
60138,VITIS VINIFERA LEAF WATER,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Leaf Water is an aqueous solution of the steam distillate obtained from the leaves of the Grape, Vitis Vinifera L., Vitaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60140,VITIS VINIFERA SEED,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Seed is the seed of the Grape, Vitis Vinifera L., Vitaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60141,VITIS VINIFERA SEED POWDER,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Seed Powder is the powder obtained from the dried, ground seeds of the Grape, Vitis Vinifera L., Vitaceae",,SKIN CONDITIONING - EMOLLIENT,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60142,VITIS VINIFERA SKIN EXTRACT,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Skin Extract is an extract of the skin of the Grape, Vitis Vinifera L., Vitaceae",,ANTIOXIDANT,Active,,,,,,,,,,N,,Y,1
60143,VITIS VINIFERA SKIN POWDER,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Skin Powder is the powder obtained from the dried, ground skin of the Grape, Vitis Vinifera L., Vitaceae",,ANTIOXIDANT | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60144,VITIS VINIFERA VINE EXTRACT,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Vine Extract is an extract of the vine of the Grape, Vitis Vinifera L., Vitaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60145,VITIS VINIFERA VINE SAP,,,85594-37-2 / 84929-27-1,287-896-9 / 284-511-6,"Vitis Vinifera Vine Sap is the sap obtained from the vines of the Grape, Vitis Vinifera L., Vitaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60146,VITREOSCILLA FERMENT,,,,,Vitreoscilla Ferment is product obtained by the fermentation of Vitreoscilla,,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60147,VOANDZEIA SUBTERRANEA SEED EXTRACT,,,,,"Voandzeia Subterranea Seed Extract is an extract of the seed of Voandzeia Subterranea, Leguminosae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60148,VOLCANIC ASH,,,,,"Volcanic Ash is an amorphous, inorganic silicate obtained from lava deposits",,ABRASIVE | ABSORBENT | BULKING,Active,,,,,,,,,,N,,Y,1
60149,VOLCANIC ROCK,,,,,Volcanic Rock is the various minerals obtained from the basins of volcanoes,,ABRASIVE | ANTIOXIDANT | BINDING | REDUCING,Active,,,,,,,,,,N,,Y,1
60150,VOLCANIC SAND,,,,,"Volcanic sand is loose, granular particles of disintegrated lava deposits",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60151,VP/ACRYLATES/LAURYL METHACRYLATE COPOLYMER,,,83120-95-0 / 240818-89-7,,"1-Ethenyl-2-pyrrolidinone, polymer with dodecyl 2-methyl-2-propenoate, and one or more of  2-methyl-2-propenoic acid, 2-propenoic acid, or one of their simple esters",,HAIR FIXING,Active,,,,,,,,,,N,,Y,1
60152,VP/DIMETHICONYLACRYLATE/POLYCARBAMYL POLYGLYCOL ESTER,,,,,"VP/Dimethiconylacrylate/Polycarbamyl Polyglycol Ester is a copolymer of vinylpyrrolidone, acrylated dimethiconol and polyurethane.",,FILM FORMING,Active,,,,,,,,,,N,,Y,1
60153,VP/DIMETHYLAMINOETHYLMETHACRYLATE COPOLYMER,,,30581-59-0,,"2-Propenoic Acid, 2-Methyl-, 2-(Dimethylamino)Ethyl Ester, Polymer with 1-Ethenyl-2-Pyrrolidinone",,BINDING | FILM FORMING | HAIR FIXING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60154,VP/DIMETHYLAMINOETHYLMETHACRYLATE/POLYCARBAMYL POLYGLYCOL ESTER,,,,,PVP/Dimethylaminoethylmethacrylate/Polycarbamyl Polyglycol Ester,,FILM FORMING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60155,VP/DMAPA ACRYLATES COPOLYMER,,,175893-71-1,,"1-Ethenyl-2-pyrrolidinone, polymer N-(3-dimethylaminopropyl)-2-propenamide and N-[3-dimethylaminopropyl]-2-methyl-2-propenamide",,HAIR FIXING,Active,,,,,,,,,,N,,Y,1
60156,VP/EICOSENE COPOLYMER,,,28211-18-9,,"2-Pyrrolidinone, 1-ethenyl-, polymer with 1-eicosene",,BINDING | FILM FORMING | VISCOSITY CONTROLLING,Active,,,,,,,,,,N,,Y,1
60157,VP/HEXADECENE COPOLYMER,,,32440-50-9/63231-81-2,-/-,VP/Hexadecene Copolymer is a polymer of Hexadecene and N-Vinyl Pyrrolidone monomers.,,BINDING | FILM FORMING | HAIR FIXING | VISCOSITY CONTROLLING | DISPERSING NON-SURFACTANT,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60158,VP/METHACRYLAMIDE/VINYL IMIDAZOLE COPOLYMER,,,38139-93-4,,"2-Propenamide, 2-Methyl-, Polymer with 2-Ethenyl-1H-Imidazole and 1-Ethenyl-2-Pyrrolidinone",,FILM FORMING | HAIR FIXING,Active,,,,,,,,,,N,,Y,1
60159,VP/POLYCARBAMYL POLYGLYCOL ESTER,,,,,PVP/Polycarbamyl Polyglycol Ester,,FILM FORMING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60160,VP/VA COPOLYMER,,,25086-89-9,,"Acetic acid ethenyl ester, polymer with 1-ethenyl-2-pyrrolidinone",,BINDING | FILM FORMING | HAIR FIXING,Active,,,,,,,,,,N,,Y,1
60161,VP/VINYL CAPROLACTAM/DMAPA ACRYLATES COPOLYMER,,,243643-82-5,-,"1-Ethenyl-2-pyrrolidinone, polymer with 1-ethenylhexahydro-2H-azepin-2-one, N-(3-dimethylaminopropyl)-2-propenamide, 2-propenoic acid and methyl 2-propenoate",,HAIR FIXING,Active,,,,,,,,,,N,,Y,1
60162,WALTHERIA INDICA LEAF EXTRACT,,,,,"Waltheria Indica Leaf Extract is an extract of the leaves of Waltheria indica L., Sterculiaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60163,WASABIA JAPONICA LEAF EXTRACT,,,-,-,"Wasabia Japonica Leaf Extract is an extract of the leaves and leafstalk of Wasabia japonica, Brassicaceae",,ANTIMICROBIAL,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60164,WASABIA JAPONICA ROOT EXTRACT,,,-,-,"Wasabia Japonica Root Extract is an extract of the rhizomes of Wasabia japonica, Brassicaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60165,WEDELIA CALENDULACEA EXTRACT,,,93165-84-5,296-973-6,"Wedelia Calendulacea Extract is an extract of the whole plant Wedelia calendulacea, Compositae",,HUMECTANT | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60166,WELAN GUM,,,96949-22-3,,Welan Gum is a gum produced by the fermentation of Alcaligenes,,BINDING | EMULSION STABILISING | FILM FORMING | VISCOSITY CONTROLLING,Active,,,,,,,,,,N,,Y,1
60167,WHEAT GERM OIL PEG-40 BUTYLOCTANOL ESTERS,,,-,-,Wheat Germ Oil PEG-40 Butyloctanol Esters is the product obtained by the reaction of a mixture of Triticum Vulgare (Wheat) Germ Oil and Butyloctanol with PEG-40,,SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60168,WHEAT GERM OIL PEG-8 ESTERS,,,-,-,Wheat Germ Oil PEG-8 Esters is the product obtained by the transesterification of Triticum Vulgare (Wheat) Germ Oil and PEG-8,,SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | SKIN CONDITIONING | SURFACTANT - CLEANSING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60169,TEA-C11-15 PARETH SULFATE,,,,,"TEA-C11-15 Pareth Sulfate is the Triethanalomine Salt of the sulfate ester of a mixture of ethoxylated, synthetic C11-15 fatty alcohols containing 1 mole of ethylene oxide",,SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60170,TEA-LAUROYL/MYRISTOYL ASPARTATE,,,,,Tea-Lauroyl/Myristoyl Aspartate,,CLEANSING | HAIR CONDITIONING | SURFACTANT - CLEANSING,Active,III/62,,,,,,,,,N,,Y,1
60171,TEA-LAURYL PHOSPHATE,,,,,Triethanalomine Lauryl Phosphate,,CLEANSING | SURFACTANT - FOAM BOOSTING | SURFACTANT - CLEANSING,Active,III/62,,,,,,,,,N,,Y,1
60172,TEA-PEG-50 HYDROGENATED CASTOR OIL SUCCINATE,,,,,TEA-PEG-50 Hydrogenated Castor Oil Succinate is the triethanalomine salt of PEG-50 hydrogenated castor oil succinate (q.v.),,SURFACTANT - EMULSIFYING,Active,III/62,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60173,TECOMA CURIALIS BARK EXTRACT,,,,,"Tecoma Curialis Bark Extract is an extract of the bark of the Tecoma curialis, Bignoniaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60174,TECOMA LAPACHO BARK EXTRACT,,,,,"Tecoma Lapacho Extract is an extract of the bark of the Lapacho, Tecoma lapacho, Bignoniaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60175,TEPHROSIA PURPUREA SEED EXTRACT,,,,,"Tephrosia Purpurea Seed Extract is an extract of the seeds of the Tephrosia purpurea, Leguminosae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60176,TETRASELMIS SUECICA EXTRACT,,,-,-,TeTraselmis Suecica Extract is an extract of the plankton Tetraselmis suecica,,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60177,TERMINALIA ARJUNA BARK,,,93456-04-3,297-393-6,"Terminalia Arjuna Bark is the bark of the Terminalia arjuna, Combretaceae",,SKIN PROTECTING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60178,TERMINALIA ARJUNA BARK EXTRACT,,,93456-04-3,297-393-6,"Terminalia Arjuna Bark Extract is an extract of the bark of the Terminalia arjuna, Combretaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60179,TERMINALIA ARJUNA EXTRACT,,,93456-04-3,297-393-6,"Terminalia Arjuna Extract is an extract of the whole plant the Terminalia arjuna, Combretaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60180,TERMINALIA BELLERICA FRUIT,,,92202-43-2,296-078-0,"Terminalia Bellerica Fruit is the plant material obtained from the dried fruit of the Terminalia bellerica, Combretaceae",,ASTRINGENT | SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60181,TERMINALIA BELLERICA FRUIT EXTRACT,,,92202-43-2,296-078-0,"Terminalia Bellerica Fruit Extract is an extract obtained from the fruit of the Terminalia bellerica, Combretaceae",,ANTIMICROBIAL | ASTRINGENT | SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60182,TERMINALIA BELLERICA FRUIT POWDER,,,92202-43-2,296-078-0,"Terminalia Bellerica Fruit Powder is the powder obtained from the dried, ground fruit of the Terminalia bellerica, Combretaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60183,TERMINALIA CATAPPA LEAF EXTRACT,,,182371-63-7,-,"Terminalia Catappa Extract is an extract of the leaves of the Terminalia catappa L., Combretaceae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60184,WHEY,,,92129-90-3,295-890-2,Whey is the water dispersable part of milk that is separated from the curd in the manufacture of cheese,,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60185,WHEY FERMENT,,,,,"Whey Ferment is the product obtained by the fermentation of whey (q.v.) by the microorganisms, Streptococus lactis, S. Cremoris, S. Thermophilus, and Mesophilic Lactobacilli",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60186,WHEY FILTRATE,,,,,Whey Filtrate is the product obtained by removing insoluble matter from whey (q.v.),,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60187,WHEY PROTEIN,,,84082-51-9,,Whey Protein is a polypeptide obtained from the fluid part of Milk after separation from curds.,,HAIR CONDITIONING | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60188,WINE,,,,,Wine is the product obtained by the fermentation of various species of grapes by Saccharomyces,,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60189,WINE EXTRACT,,,,,Wine extract is an extract of wine,,ANTIOXIDANT,Active,,,,,,,,,,N,,Y,1
60190,WITHANIA SOMNIFERA FLOWER EXTRACT,,,90147-43-6,290-434-9,"Withania Somnifera Flower Extract is an extract of the flowers of the Winter-cherry, Withania somnifera L., Solanaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60191,WITHANIA SOMNIFERA ROOT EXTRACT,,,90147-43-6,290-434-9,"Withania Somnifera Root Extract is an extract of the roots of the Winter-cherry, Withania somnifera L., Solanaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60192,WITHANIA SOMNIFERA ROOT POWDER,,,90147-43-6,290-434-9,"Withania Somnifera Root Powder is the powder obtained from the dried, ground roots of the Winter-cherry, Withania somnifera L., Solanaceae",,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60193,WOOD POWDER,,,,,"Wood Powder is the powder obtained from dried, ground wood",,ABRASIVE | ABSORBENT | BULKING,Active,,,,,,,,,,N,,Y,1
60194,WOOL POWDER,,,,,"Wool Powder is the powder obtained from the dried, ground hair, or fleece, of the sheep, Ovis Aries",,HAIR CONDITIONING | SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60195,XANTHIUM STRUMARIUM FRUIT EXTRACT,,,90147-46-9,290-438-0,"Xanthium Strumarium Fruit Extract is an extract of the fruit of the Burweed, Xanthium strumarium L., Compositae",,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60198,XANTHORRHOEA PREISSII LEAF OIL,,,,,"Xanthorrhoea Preissii Leaf Oil is the volatile oil distilled from the leaves of Xanthorrhoea preissii, Liliaceae",,FRAGRANCE,Active,,,,,,,,,,N,,Y,1
60199,XENOTIME,,,13817-22-6,,Xenotime is a mineral consisting chiefly of yttrium phosphate,,BINDING | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60200,XIMENIA AMERICANA SEED OIL,,,95193-67-2,305-880-2,"Ximenia Americana Oil is the refined, fixed oil obtained from the seeds of the American Ximenia, Ximenia americana L., Olacaceae",,SKIN CONDITIONING - EMOLLIENT | FRAGRANCE,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60201,XYLITYLGLUCOSIDE,,,,,Xylitylglucoside,,HUMECTANT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60202,XYLOBIOSE,,,6860-47-5,-,,"D-Xylose, 4-O-beta-D-xylopyranosyl-",HUMECTANT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60203,XYLOGLUCAN,,,37294-28-3,,Glucoxylan,,HUMECTANT,Active,,,,,,,,,,N,,Y,1
60204,XYLYL DIBUTYLBENZOFURANONE,,,181314-48-7,417-100-9,"2(3H)-Benzofuranone, 5,7-(1,1-Dimethylethyl)-3-Hydroxy-, reaction pducts with o-Xylene",,ANTIOXIDANT,Active,,,,,,,,,,N,,Y,1
60205,XYMENYNIC ACID,,,557-58-4,209-179-1,,"11-Octadecen-9-ynoic acid, (E)-",SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60206,YEAST,,,68876-77-7,,Saccharomyces cerevisiae,,SKIN CONDITIONING,Active,,,,,,,,,,N,,Y,1
60207,YEAST FERMENT EXTRACT,,,-,-,Yeast Ferment Extract is an extract of the product obtained by fermentation of Saccharomyces cerevisiae,,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
60208,YOGURT POWDER,,,,,"Yogurt Powder is a powder obtained from dried, ground yogurt",,HAIR CONDITIONING,Active,,,,,,,,,,N,,Y,1
60209,YOGURT EXTRACT,,,,,Yogurt Extract is an extract of yogurt,,HAIR CONDITIONING | SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer,,,,,,,,N,,Y,1
